"opportunity_id","opportunity_number","opportunity_title","opportunity_status","agency_code","category","category_explanation","post_date","close_date","close_date_description","archive_date","is_cost_sharing","expected_number_of_awards","estimated_total_program_funding","award_floor","award_ceiling","additional_info_url","additional_info_url_description","opportunity_assistance_listings","funding_instruments","funding_categories","funding_category_description","applicant_types","applicant_eligibility_description","agency_name","top_level_agency_name","agency_contact_description","agency_email_address","agency_email_address_description","is_forecast","forecasted_post_date","forecasted_close_date","forecasted_close_date_description","forecasted_award_date","forecasted_project_start_date","fiscal_year","created_at","updated_at","url","summary_description"
"2c36c567-f518-4383-8fb4-01945200eaa7","ED-GRANTS-050208-001","Centers for Independent Living CFDA 84.132A","archived","ED","discretionary","","2008-05-02","2008-06-02","Applications Available: May 2, 2008. Deadline for Transmittal of Applications: June 2, 2008.
","2008-07-02","False","154046","1","","","http://edocket.access.gpo.gov/2008/pdf/E8-9786.pdf","Centers for Independent Living CFDA 84.132A; Notice Inviting Applications for New Awards for Fiscal Year (FY) 2008","84.132|Centers for Independent Living","grant","education","","other","Eligible Applicants: To be eligible to apply, an applicant must--
    (a) Be a consumer-controlled, community-based, cross-disability, nonresidential, private nonprofit agency;
    (b) Have the power and authority to--
    (1) Carry out the purpose of part C of title VII of the Act and perform the functions listed in section 725(b) and (c) of the Act and subparts F and G of 34 CFR part 366 within a community located within a State or in a bordering State; and
    (2) Receive and administer--
    (i) Funds under 34 CFR part 366;
    (ii) Funds and contributions from private or public sources that may be used in support of a center; and
    (iii) Funds from other public and private programs;
    (c) Be able to plan, conduct, administer, and evaluate a center consistent with the standards and assurances in section 725(b) and (c) of the Act and subparts F and G of 34 CFR part 366;
    (d) Either--
    (1) Not currently be receiving funds under part C of chapter 1 of title VII of the Act; or
    (2) Propose the expansion of an existing center through the establishment of a separate and complete center (except that the governing board of the existing center may serve as the governing board of the new center) at a different geographical location;
    (e) Propose to serve one or more of the geographic areas that are identified as unserved or underserved by the States and territories listed under Estimated Number of Awards; and
    (f) Submit appropriate documentation demonstrating that the establishment of a new center is consistent with the design for establishing a statewide network of centers in the State plan of the State or territory whose geographic area or areas the applicant proposes to serve.
","Department of Education","Department of Education","Julius Cotton
ED Grants.gov FIND System Admin.
Phone (202) 245-6140
julius.cotton@ed.gov
Program Manager:
Thomas Kelley
U.S. Department of Education
400 Maryland Avenue, SW., room 5055
Potomac Center Plaza, 
Washington, DC 20202-2800
Telephone: (202) 245-7404 or e-mail:","Thomas.Kelley@ed.gov","e-Mail: Program Manager","False","","","","","","","","","https://simpler.grants.gov/opportunity/2c36c567-f518-4383-8fb4-01945200eaa7","Note:  Each funding opportunity description is a synopsis of information in the Federal Register application notice.  For specific information about eligibility, please see the official application notice. The official version of this document is the document published in the Federal Register.  Free Internet access to the official edition of the Federal Register and the Code of Federal Regulations is available on GPO Access at: http://www.access.gpo.gov/nara/index.html.

Please review the official application notice for pre-application and application requirements, application submission information, performance measures, priorities and program contact information. 

Purpose of Program: This program provides support for planning, conducting, administering, and evaluating centers that comply with the standards and assurances in section 725 of part C of title VII of the Rehabilitation Act of 1973, as amended (Act), consistent with the design included in the State plan for establishing a statewide network of centers.

Catalog of Federal Domestic Assistance (CFDA) Number: 84.132A.

Applications for grants under the Centers for Independent Living program, CFDA Number 84.132A, must be submitted electronically using the Governmentwide Grants.gov Apply site at http://www.Grants.gov. Through this site, you will be able to download a copy of the application package, complete it offline, and then upload and submit your application. You may not e-mail an electronic copy of a grant application to us. You may access the electronic grant application for the Centers for Independent Living program at http://www.Grants.gov. You must search for the downloadable application package for this competition by the CFDA number. Do not include the CFDA number's alpha suffix in your search (e.g., search for 84.132, not 84.132A). The telephone number for the Grants.gov Helpdesk is 1-800-518-4726."
"6e96d205-7d7b-411d-8c62-dfa5f39f6a59","HHS-2008-AOA-CONT-CI","Choices for Independence","archived","HHS-AOA","discretionary","","2008-04-22","2008-06-02","","2008-06-26","True","1","489345","489345","489345","","","93.048|Special Programs for the Aging_Title IV_and Title II_Discretionary Projects","cooperative_agreement","income_security_and_social_services","","other","Existing grantee","Administration on Aging","Department of Health and Human Services","Bob Hornyak
Phone 202-357-0150","bob.hornyak@aoa.gov","project officer","False","","","","","","","","","https://simpler.grants.gov/opportunity/6e96d205-7d7b-411d-8c62-dfa5f39f6a59","Existing Project"
"b1e51daa-78b1-4519-90b9-beac5b052f4d","001","Guidelines and Procedures for Fiscal Year 2008 International Food Relief Partnership","archived","USAID","discretionary","","2007-11-28","2008-06-02","There will be two application cycles during Fiscal Year 2008.  Completed applications must be received by Food for Peace, per instructions below, no later than 5:00 p.m. (EDT) on January 15, 2008 for the first application cycle, and June 2, 2008 for the second application cycle.  Applications received prior to January 15, 2008 will be reviewed in the first cycle.  Applications received between January 16, 2008 and 5:00 p.m. (EDT) on June 2, 2008 will be reviewed in the second cycle.  Applications received after 5:00 p.m. (EDT) on June 2, 2008 will not be accepted.  ","2008-06-03","False","27","8000000","0","273000","http://www.usaid.gov/our_work/humanitarian_assistance/ffp/ifrp.html","http://www.usaid.gov/our_work/humanitarian_assistance/ffp/ifrp.html","98.007|Food for Peace Development Assistance Program (DAP)","grant","disaster_prevention_and_relief;health;food_and_nutrition;community_development","","nonprofits_non_higher_education_with_501c3;other","To be eligible for a grant, an organization must be a U.S. non-profit organization (as described in section 501(c)(3) of the Internal Revenue Code of 1986 and exempt from tax under section 501(a) of the Internal Revenue Code of 1986) or a Public International Organization (PIO).  ","Agency for International Development","Agency for International Development","IFRP Contact
Phone:  202-962-0048","ifrp@amexdc.com","ifrp@amexdc.com","False","","","","","","","","","https://simpler.grants.gov/opportunity/b1e51daa-78b1-4519-90b9-beac5b052f4d","Each application may request a maximum of 75 metric tons (MT) of commodities (currently valued at approximately $173,000) and up to $100,000 of funding.  It is not mandatory, however, that these exact levels be requested or in this proportion. (Note:  Funding is available for costs directly associated with the movement, management and monitoring of IFRP commodities.  Funding will not be considered for the following costs:  vehicle purchase, project materials, tools and office equipment.)  "
"b81573e3-1963-451a-b7b4-57b56e633fe6","PUBLISHINGFOUNDING-08","Publishing Historical Records-Founding Era","archived","NARA","discretionary","","2007-12-07","2008-06-02","","2008-08-04","True","","","0","250000","http://www.archives.gov/nhprc/announcement/founding-era.html","Link to full text of grant announcement","89.003|National Historical Publications and Records Grants","grant","humanities","","public_and_state_institutions_of_higher_education;nonprofits_non_higher_education_with_501c3;private_institutions_of_higher_education","Only currently funded organizations undertaking Founding Era projects are eligible to apply in this category.","National Archives and Records Administration","National Archives and Records Administration","David Davis
Grants Workflow & Info. Coord.
Phone 202-357-5022","david.davis@nara.gov","Grants Workflow & Information Coordinator","False","","","","","","","","","https://simpler.grants.gov/opportunity/b81573e3-1963-451a-b7b4-57b56e633fe6","The National Historical Publications and Records Commission promotes the preservation and use of America's documentary heritage essential to understanding our democracy, history, and culture.
The Commission supports ongoing projects to publish the records of the Founding Era of the United States. These grants are available only to those projects currently funded for work on the papers of George Washington, John Adams, Thomas Jefferson, James Madison, Benjamin Franklin, and the documentary histories of the Ratification of the Constitution, and the First Federal Congress.

All other publishing projects should see our separate announcement for Publishing Historical Records.

Grants are awarded for collecting, describing, preserving, compiling, editing, and publishing documentary source materials.

The NHPRC does not fund proposals to purchase historical records.

Eligible Activities Include:

Scholarly documentary editions in printed and bound volumes. 
Scholarly documentary editions in online, compact disc, and other formats. 
Image editions in online, compact disc, microfilm, and other formats. 
Conversion of existing print and microfilm editions to electronic publications. 
Combinations of the above.
Founding Era projects may apply for a grant for a new stage of their projects. These proposals will be judged by the same criteria as others in the grant competition. Budget and performance objective information in single-year proposals must be current. In the case of multi-year proposals, applicants are responsible for seeing that such information is updated as necessary, including, when appropriate, revision of budgets and performance objectives."
"d77122b2-e997-4514-9fc0-27114620391c","M-OAA-EGAT-605","Farmer-to-Farmer Program (FTF) Leader with Associates (LWA) Cooperative Agreements","archived","USAID","discretionary","","2008-04-22","2008-06-02","","2008-07-02","False","6","","5000000","15000000","","","98.001|USAID Foreign Assistance for Programs Overseas","cooperative_agreement","agriculture","","other","Eligible applicants must be either: a US Private Voluntary Organization (PVO) registered with USAID; a U.S. nonprofit farm organization or other U.S. non-governmental organization (NGO); a US agricultural cooperative; a private U.S. agribusiness or agriculturally-related business; or a college, university or foundation maintained by a college or university.  Moreover, applicants must have within the past five (5) years a minimum of two (2) years experience in planning, managing, monitoring and reporting on international agricultural development programs. For profit businesses must waive profits and/or fees to be eligible to submit an application. Faith-based and community organizations are eligible to apply.  ","Agency for International Development","Agency for International Development","Albert Moesle
Contract Specialist
Phone 202-712-4991","amoesle@usaid.gov","www.usaid.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/d77122b2-e997-4514-9fc0-27114620391c","The United States Agency for International Development (USAID)s Bureau for Economic Growth, Agriculture and Trade (EGAT) under the management of the Office of Agriculture is continuing USAIDs long-term support for the Farmer-to-Farmer (FTF) Program.  This RFA is issued to solicit applications to manage FTF volunteer programs under Leader with Associate Cooperative Agreements (LWAs). The Cooperative Agreements resulting from this RFA will enable USAID to continue its support for US voluntary assistance for economic growth in the agricultural sector at regional and country levels. The LWA mechanism will facilitate USAID Mission funding to expand volunteer assistance and impact on agricultural program element objectives. "
"09f78374-2cf7-4ed3-9751-5f9799cc28df","2008NEA01CAFT","NEA Challenge America Fast-Track Review Grants, FY2009","archived","NEA","discretionary","","2008-01-09","2008-06-02","June 2, 2008, Application Deadline 
January 1, 2009, Earliest Beginning Date for Arts Endowment Period of Support ","2008-07-02","True","","","10000","10000","http://www.arts.gov/grants/apply/GAP09/Challenge.html","NEA Web Site Announcement","45.024|Promotion of the Arts_Grants to Organizations and Individuals","grant","arts","This category supports focused, distinct projects that take place over limited periods of time and involve limited geographic areas. 

All projects must extend the reach of the arts to underserved populations that have limited access to the arts due to geography, ethnicity, economics, or disability. The involvement of professionally trained, experienced artists and arts professionals is essential. 

Each applicant must present a simple, straightforward project that reflects only one of the project types below. Fast-Track Review Grants are available only for: 

An arts event that will feature one or more guest artists. The project (such as a festival, exhibit, recital, reading, performance, screening, broadcast, lecture) must include the participation of guest artist(s). Artistic staff or resident artists of an applicant organization do not qualify as guest artists. In addition to artists' fees, the project may include public relations, professional documentation, and program enhancements that are integral to the event. Examples of program enhancements include interpretive material, transportation, program accommodations (e.g., sign language interpretation, audio description), catalogues, brochures, or publications. Other enhancements such as specific lecture-demonstrations, pre- or post-event talks, or workshops relevant to the proposed arts event also are eligible. NOTE: Projects that involve curriculum-based arts instruction are not eligible (see the Learning in the Arts category). 

Professionally directed public art projects such as murals, sculptures, or environmental art that are developed through community engagement. 

Civic design activities that involve the renovation, restoration, or adaptive reuse of cultural facilities or spaces . Projects may include architectural studies, design competitions, charettes (design workshops), or feasibility plans. Funding is not available for actual renovation or construction costs. 

The unified promotion of community-wide arts activities and resources to enhance cultural tourism or activities in cultural districts. Unified promotion is defined as the professional assessment, design, and/or distribution of public relations tools (calendars, Web sites, brochures, rack cards, signage, etc.) designed to benefit several local orga","private_institutions_of_higher_education;independent_school_districts;federally_recognized_native_american_tribal_governments;public_and_state_institutions_of_higher_education;city_or_township_governments;nonprofits_non_higher_education_with_501c3;county_governments;state_governments;special_district_governments","If an organization applies to the Challenge America Fast-Track Review Grants category, it may not submit another application to the Access to Artistic Excellence or Learning in the Arts categories.

To be eligible, the applicant organization must: 

Meet the Arts Endowment's ""Legal Requirements"" including nonprofit, tax-exempt status at the time of application. (All organizations must apply directly on their own behalf. Applications through a fiscal agent are not allowed.)

Have a three-year history of programming prior to the application deadline.

Have submitted acceptable Final Report packages by the due date(s) for all Arts Endowment grant(s) previously received.

","National Endowment for the Arts","National Endowment for the Arts","National Endowment for the Arts
Web Site Manager","webmgr@arts.gov","NEA Web Site Manager","False","","","","","","","","","https://simpler.grants.gov/opportunity/09f78374-2cf7-4ed3-9751-5f9799cc28df","If an organization applies to the Challenge America Fast-Track Review Grants category, it may not submit another application to the Access to Artistic Excellence or Learning in the Arts categories.

The Challenge America: Reaching Every Community Fast-Track Review Grants category offers support primarily to small and mid-sized organizations for projects that extend the reach of the arts to underserved populations -- those whose opportunities to experience the arts are limited by geography, ethnicity, economics, or disability. Age alone (e.g., youth, seniors) does not qualify a group as underserved; at least one of the underserved characteristics noted here also must be present. This category, as an essential component of the Arts Endowment's goal of providing wide access to artistic excellence, supports local projects that can have significant effects within communities. Grants are available for professional arts programming and for projects that emphasize the potential of the arts in community development. 

Partnerships can be valuable to the success of these projects. While not required, applicants are encouraged to consider partnerships among organizations, both in and outside of the arts, as appropriate to their project. 

These Fast-Track Review Grants: 

Extend the reach of the arts to underserved populations. 
Are limited to the specific types of projects outlined below. 
Are for $10,000 each. 
Receive an expedited application review. Organizations are notified whether they have been recommended for a grant approximately six months after they apply; projects may start shortly thereafter. 
"
"3386c41b-8982-4a0b-a0ab-34e43c6dd7b7","PRM-ANE-08-CA-NEA-050208-IRAQIS","PRM NGO Programs Assisting Iraqi Refugee Populations - second solicitation","archived","DOS-PRM","discretionary","","2008-05-02","2008-06-02","","2008-07-02","False","","","50000","3000000","http://www.state.gov/g/prm/fund/","Second FY 2008 Funding Opportunity Announcement for NGO Programs Assisting Iraqi Refugee Populations ","19.519|Overseas Refugee Assistance Program for Near East and South Asia","other;cooperative_agreement","other","Refugee assistance. Responses from International Organizations to this announcement will be subject to established PRM authorities and procedures for voluntary contributions to International Organizations","other","(1) Nonprofits having a 501(c)(3) status with IRS, other than institutions of higher education and international organizations; and (2) International Organizations. ","Bureau of Population Refugees and Migration","Department of State","Jay Zimmerman
Program Officer
Phone 202-663-1037","ZimmermanEJ@state.gov","Program Officer","False","","","","","","","","","https://simpler.grants.gov/opportunity/3386c41b-8982-4a0b-a0ab-34e43c6dd7b7","PRM is hereby soliciting proposals for humanitarian projects benefiting Iraqi refugees in Syria, Jordan, Lebanon and other countries with Iraqi refugee populations. This is the second solicitation for proposals benefiting Iraqi refugee populations in FY 2008. PRM will consider proposals from NGOs and IOs with proven track records in implementing refugee assistance programs.  Higher consideration will be given to organizations that have well-established operations in the country of program activity. For this Announcement, PRM has identified three program areas for funding consideration: programs expanding access to existing health care services, vocational, non-formal, and informal education programs, and humanitarian assistance and protection activities. For more details on this specific opportunity, please click the ""Full Announcement"" Grants.gov link above. For PRM's general NGO guidelines, please click the Grants.gov ""How to Apply"" link above."
"890083a7-3f85-4463-8059-04f366b62f7f","DHS-08-NPD-007-1894","FY 2008 Homeland Security Preparedness Technical Assistance Program (HSTAP)","archived","DHS-DHS","discretionary","","2008-05-19","2008-06-02","","2008-07-02","False","1","200000","","","See Under Funding Opportunity Description","See Under Funding Opportunity Description","97.007|Homeland Security Preparedness Technical Assistance Program","cooperative_agreement","other","Homeland Security- Preparedness","city_or_township_governments","The FY 2008 HSPTAP - Critical Infrastructure and Key Resource (CIKR) Asset Protection Technical Assistance Program (CAPTAP) has been identified for a targeted award recipient.","Department of Homeland Security - FEMA","Department of Homeland Security","The Centralized Scheduling & Information Desk (CSID) at (800) 368-6498 or askcsid@dhs.gov. ","kevin.saupp@dhs.gov","kevin.saupp@dhs.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/890083a7-3f85-4463-8059-04f366b62f7f","The applicant that receives HSPTAP awards under this solicitation is expected to support technical assistance services to State and local jurisdictions to assist them in effective and efficient management of their CIKR programs.

* To access the full solicitation for the Homeland Security Preparedness Technical Assistance Program (HSPTAP), go to www.grants.gov, click on ""Find Grant Opportunities"" in the top left corner; then click on Basic Search.  Under the Keyword, enter HSPTAP and click search.  The name of the program, Homeland Security Preparedness Technical Assistance Program (HSPTAP) should come up.  When it does, click on it.  Then click on ""application,"" then click on ""download"" in the lower right corner under ""Instructions and Application.""  In the next screen, click on ""1. Download Application Instructions.""

"
"91f0d0ca-37a3-4066-8e68-deaa1dc8cd29","HHS-2008-ACF-OCS-EO-0054","Job Opportunities for Low-Income Individuals (JOLI) Program ","archived","HHS-ACF","discretionary","","2008-04-23","2008-06-02","                         See link to full announcement for details. IMPORTANT NOTE: Applications submitted electronically via Grants.gov must be submitted no later than 4:30 p.m., eastern time, on the due date referenced above.
                    ","2008-07-02","False","11","4838000","0","475000","http://www.acf.hhs.gov/grants/open/HHS-2008-ACF-OCS-EO-0054.html","http://www.acf.hhs.gov/grants/open/HHS-2008-ACF-OCS-EO-0054.html","93.593|Job Opportunities for Low-Income Individuals","grant","income_security_and_social_services","","nonprofits_non_higher_education_with_501c3;other","Non-profits with 501(c)(4) IRS status are also eligible applicants under this announcement.  Faith-based and community organizations are eligible to apply.  Foreign entities are not eligible under this announcement.  ","Administration for Children and Families","Department of Health and Human Services","Rafael J. Elizalde
ocsgrants@acf.hhs.gov
","ocsgrants@acf.hhs.gov","Rafael J. Elizalde","False","","","","","","","","","https://simpler.grants.gov/opportunity/91f0d0ca-37a3-4066-8e68-deaa1dc8cd29","This announces a Modification to the published announcement. Information under Section V., Application Review Information, Evaluation Criteria, under Budget Justification,""b"" and ""c"" has changed.  Please delete the following under Section V., Application Review Information, Evaluation Criteria, under Budget Justification, ""b"":    For micro-enterprise/self-employment projects, the applicant must applicant and the business owner(s).  Please replace the deleted language under Section V., Application Review Information, Evaluation Criteria, Budget Justification,""b,"" with the following:  For self-employment/micro-enterprise projects, the applicant must provide documentation of the financial commitment between the applicant and the business owner.    Please delete the following under Section V., Application Review Information, Evaluation Criteria, Budget Justification,""c"":    Note: Grantees that acquire intangible property under this program will be required to submit to ACF a copy of all executed shareholder agreements, loan agreements and any other documentation to show proof of the purchase of such property and that the property is being used for the originally authorized purpose of the grant.  Please replace the deleted language under Section V., Application Review Information, Evaluation Criteria, Budget Justification ""c,"" with the following:  Note: Grantees will be required to submit to ACF a copy of all executed shareholder agreements, loan agreements and any other documentation to show proof of the purchase of such property and that the property is being used for the originally authorized purpose of the grant.  All information in this modification is accurate and replaces information specified in the April 22, 2008 program announcement.  "
"ff059a59-3c82-49bb-892e-b4af2d8a07e5","HHS-2008-ACF-ACYF-AE-0099","Community-Based Abstinence Education Program","archived","HHS-ACF","discretionary","","2008-04-17","2008-06-02","
                         See link to full announcement for details. IMPORTANT NOTE: Applications submitted electronically via Grants.gov must be submitted no later than 4:30 p.m., eastern time, on the due date referenced above.
                    ","2008-07-02","False","90","40000000","250000","600000","http://www.acf.hhs.gov/grants/open/HHS-2008-ACF-ACYF-AE-0099.html","http://www.acf.hhs.gov/grants/open/HHS-2008-ACF-ACYF-AE-0099.html","93.010|Community-Based Abstinence Education (CBAE)","grant","income_security_and_social_services","","state_governments;independent_school_districts;other_native_american_tribal_organizations;county_governments;nonprofits_non_higher_education_with_501c3;private_institutions_of_higher_education;special_district_governments;small_businesses;federally_recognized_native_american_tribal_governments;nonprofits_non_higher_education_without_501c3;public_and_indian_housing_authorities;for_profit_organizations_other_than_small_businesses;city_or_township_governments;public_and_state_institutions_of_higher_education","See full announcement for additional information on eligibility.  Faith-based and community organizations are eligible to apply.  Foreign entities are not eligible under this announcement.  ","Administration for Children and Families","Department of Health and Human Services","The Dixon Group
fysb@dixongroup.com
","fysb@dixongroup.com","The Dixon Group","False","","","","","","","","","https://simpler.grants.gov/opportunity/ff059a59-3c82-49bb-892e-b4af2d8a07e5","The point of contact listed on the www.Grants.gov summary webpage under ""If you have difficulty accessing the full announcement electronically, please contact:"" has changed.  The new contact is The Dixon Group at fsyb@dixongroup.com.  "
"d789e931-d1ac-46f1-87e0-3662f48cb746","AK-NOI08-0003","Alaska Resource Library and Information Services (ARLIS) cataloging project","archived","DOI-BLM","discretionary","","2008-05-19","2008-06-03","","2008-07-03","False","1","151000","30200","151000","","","15.224|Cultural Resource Management","cooperative_agreement","information_and_statistics","","unrestricted","","Bureau of Land Management","Department of the Interior","Sandee Smith
Grants Management Officer
Phone 907-271-5193","s2smith@blm.gov","Lotus Notes","False","","","","","","","","","https://simpler.grants.gov/opportunity/d789e931-d1ac-46f1-87e0-3662f48cb746","This Funding Announcement is not a request for applications.  This announcement is to provide public notice of the Bureau of Land Mangement's intention to fund the following project activities without full and open competition."
"62c3edb9-56a7-44c9-be0b-0e816a428315","UT-RFA-08-0009","Paleomagnetic Survey of Late Cretacceous Strata-Kaiparowits Plateau, Utah","archived","DOI-BLM","discretionary","","2008-05-20","2008-06-03","","2008-07-03","False","1","10000","10000","10000","","","15.224|Cultural Resource Management","cooperative_agreement","other","Cultural Resource Management","unrestricted","","Bureau of Land Management","Department of the Interior","Maria Gochis
Grants & Agreements Specialist
Phone 801-539-4178","maria_gochis@blm.gov","Grants Management Officer","False","","","","","","","","","https://simpler.grants.gov/opportunity/62c3edb9-56a7-44c9-be0b-0e816a428315","Two year preliminary survey, collection and analysis of rock samples for remnant Cretaceous magnetic signatures in and around Grand Staircase-Escalante National Monument, Kane and Garfield counties. "
"eb595a7d-e154-476b-89e5-5f1d63aada71","FWS-08-RW-000-006","Hail Point Living Shoreline Project, Eastern Neck NWR","archived","DOI-FWS-REG","discretionary","","2008-05-20","2008-06-03","","2008-07-03","True","","","125000","350000","","","","cooperative_agreement","natural_resources","","nonprofits_non_higher_education_without_501c3;federally_recognized_native_american_tribal_governments;nonprofits_non_higher_education_with_501c3;for_profit_organizations_other_than_small_businesses;city_or_township_governments;small_businesses;individuals;other_native_american_tribal_organizations;state_governments","","Region 5","Department of the Interior","Lamar Gore
Assistant Refuge Supervisor - North
Phone 413-253-8542","lamar_gore@fws.gov","Assistant Refuge Supervisor - North","False","","","","","","","","","https://simpler.grants.gov/opportunity/eb595a7d-e154-476b-89e5-5f1d63aada71","This project for the Hail Point Living Shoreline Project (HPLSP) will provide for the placement of segmented headland breakwaters to protect priority fish and wildlife habitat on Eastern Neck National Wildlife Refuge (NWR), a management unit of the Chesapeake Marshlands National Wildlife Refuge Complex.  These stone structures will protect the shoreline from future erosion and provide access to the site for a second phase of the project to create a living shoreline by further stabilizing and restoring marsh habitat.
The Project will be completed in two phases.  Phase I, covered by this proposal, includes shoreline protection at Hail Point and submerged aquatic vegetation (SAV) habitat protection in Hail Creek, which discharges into the Chester River.  To accomplish this, headland breakwaters will be constructed connecting two points on either end of the eroded shoreline.   The conceptual design of the breakwaters includes five 200 foot sections with four 50 foot openings between them.  The area to be protected within the cove created landward of the breakwaters covers 8.9 acres and 2,015 feet of linear shoreline.  The sheltered area of Hail Creek protected by Hail Point supports 108 acres of aquatic habitat including extensive SAV beds.  The total area of Hail Point amounts to 540 acres, which consist of primarily emergent and forested wetlands.  The first phase is the most critical aspect of the project.  Without this shoreline protection effort, the entire area including Hail Point and Hail Creek is in jeopardy of being lost to erosion as seen with other island areas of the Bay.  Phase II, subject to future grant funding, will consist of a living shoreline component to further stabilize the shoreline and create additional foraging, rearing, and nesting habitat for Chester River living resources.   The habitat benefits of Phase II are 1.5 acres of marsh and open beach creation along 1,200 feet of shoreline.  
"
"32481329-3536-4aaa-ade8-e8574f2c448e","701818R043","Stevens Village Fuels Reduction Project","archived","DOI-FWS-REG7","discretionary","","2008-05-06","2008-06-04","","2008-07-04","False","","70000","25000","70000","","","15.228|National Fire Plan - Wildland Urban Interface Community Fire Assistance","cooperative_agreement","environment","","city_or_township_governments","","Region 7","Department of the Interior","Richard Primmer
Contract Specialist
Phone 907-786-3611","rich_primmer@fws.gov","Contact","False","","","","","","","","","https://simpler.grants.gov/opportunity/32481329-3536-4aaa-ade8-e8574f2c448e","The intent of this 50 acre fuels reduction project is to reduce the risk of wildland fire spreading from public lands (Yukon Flats NWR) to neighboring private lands (owned by the Stevens Village IRA Council).   Dense, continuous stands of highly flammable black spruce exist on nearby Refuge lands and extend onto nearby private lands.   Crown closure estimates in this black spruce stand are 40-60%. 

Stevens Village is situated on a bend of the Yukon River in north central interior Alaska.  The village is located on the slightly elevated north side the Yukon River.  Stevens Village has a summer population of approximately 60-80 people.   Stevens Village rests at the edge of broad expanse of lowlands known as the Yukon Flats.  Stevens Village is identified as a community at risk from wildland fires that may originate on federal lands.   Some 40 residences have been constructed in the riparian zone in a bend of the Yukon River 27 miles upstream of the Yukon River Bridge.  Access to the area is by air or river travel.  Village lands are adjacent to the Yukon Flats National Wildlife Refuge and are bordered to the north by hilly country with dense continuous stands of highly flammable black spruce/feather moss.  In addition, regenerating young white spruce fuels are prevalent in the area. 

"
"4f9ee034-a018-4f70-a1ce-489aa8a42033","WY-NOI08-9004","Aspen Woodland Study","archived","DOI-BLM","discretionary","","2008-05-29","2008-06-05","","2008-07-05","True","1","12000","12000","12000","","","15.231|Fish, Wildlife and Plant Conservation Resource Management","cooperative_agreement","natural_resources","","public_and_state_institutions_of_higher_education","","Bureau of Land Management","Department of the Interior","Ilze Karklins-Powers
Grants & Agreements Specialist
Phone 307-775-6293","Ilze_Karklins-Powers@blm.gov","Grants Management Officer","False","","","","","","","","","https://simpler.grants.gov/opportunity/4f9ee034-a018-4f70-a1ce-489aa8a42033","The Bureau of Land Management, Wyoming State Office, intends to award a cooperative agreement with the University of Wyoming  Wyoming Natural Diversity Database to provide information on the current status of vegetation types, rare plants, and noxious weeds in low elevation aspen woodlands and produce a summary of ecological data pertinent to standards and textual data on current Resource information.  It would also provide information on manipulating the stands to increase aspen health while potentially producing forest products- fence posts and fuelwood.

The anticipated length of the project is a one (1) year period.  The BLM will consider continued funding for the project upon (a) the recipient showing progress satisfactory to the BLM toward program goals and the determination by the BLM that continuation of the program would be in the best interest of the Government or (b) the availability of funds.  The total project period for this award will not exceed twelve (12) months.
"
"05668f9e-897e-4b8d-b61c-8bb52ca40537","ECA-PE-C-PY-08-68","U.S. - Poland Parliamentary Youth Exchange Leadership Program","archived","DOS-ECA","discretionary","","2008-05-06","2008-06-05","","2008-06-06","True","1","250000","","250000","http://exchanges.state.gov/education/rfgps/june5rfgp.htm","Click here for full announcement.","00.000|Not Elsewhere Classified","grant","other","Please see full announcement.","public_and_state_institutions_of_higher_education;other;private_institutions_of_higher_education;nonprofits_non_higher_education_with_501c3","Please see full announcement.","Bureau Of Educational and Cultural Affairs","Department of State","Hans Posey
Program Specialist
","poseyhe@state.gov","poseyhe@state.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/05668f9e-897e-4b8d-b61c-8bb52ca40537","The Office of Citizen Exchanges, Youth Programs Division (ECA/PE/C/PY), of the Department of State's Bureau of Educational and Cultural Affairs announces an open competition for the U.S. - Poland Parliamentary Youth Exchange Leadership Program. Public and private non-profit organizations meeting the provisions described in Internal Revenue Code section 26 USC 501(c)3) may submit proposals to conduct a three- to four-week exchange program in academic year 2008-09, preferably with an early 2009 winter program, focusing on civic education and leadership for 15 secondary school students and 2 educators each from Poland and the U.S. for a total of 34 participants.

"
